index,mtx,m,n,nnz,mp16,mp4,mpnz
401,2541_offshore.mtx,259789,259789,4242673,45527121,124640260,71342515
402,1536_c-40.mtx,9941,9941,81501,160108,1495964,20050201
403,1886_chipcool0.mtx,20082,20082,281150,5128790,11123713,4081718
404,2167_pf2177(0).mtx,9728,9728,725144,24999862,108982636,64518890
405,0564_NotreDame_yeast.mtx,2114,2114,4480,35490,42798,29140
406,2723_kron_g500-logn18.mtx,262144,262144,21165908,36543992394,52393853285,55677340576
407,2385_oh2010.mtx,365344,365344,1768240,13776544,21131723,11136528
408,1612_ford1.mtx,18728,18728,101576,88563,310008,601860
409,2564_kron_g500-logn16.mtx,65536,65536,4912469,3462712708,6072369077,6768428563
410,2540_pkustk04.mtx,55590,55590,4218660,5739967,50562824,1003691088
411,0234_fs_183_1.mtx,183,183,1069,864,5284,20381
412,0235_fs_183_3.mtx,183,183,1069,864,5284,20381
413,0338_oscil_dcop_44.mtx,430,430,1544,1383,4785,6450
414,1791_SiNa.mtx,5743,5743,198787,520809,2657768,13066271
415,2202_TSC_OPF_300.mtx,9774,9774,820804,442237,8882576,433116394
416,0239_rdb200.mtx,200,200,1120,249,988,6336
417,1443_viscoplastic1.mtx,4326,4326,61166,55673,565068,1473298
418,1447_rdist3a.mtx,2398,2398,61896,7606,85566,1601874
419,1114_G41.mtx,2000,2000,23570,464674,1371101,669072
420,1134_delaunay_n12.mtx,4096,4096,24528,24689,98708,154542
421,1077_circuit_2.mtx,4510,4510,21199,77232,503650,2905687
422,2717_bundle_adj.mtx,513351,513351,20208051,41458897,943385038,33076865781
423,1996_nemeth06.mtx,9506,9506,394808,21555,696977,16820280
424,1597_se.mtx,32768,32768,98300,42982,188430,294896
425,2302_twotone.mtx,120750,120750,1224224,3338652,14922412,23305015
426,0298_oscil_dcop_22.mtx,430,430,1544,1383,4785,6450
427,2305_msc10848.mtx,10848,10848,1229778,729346,7288276,164504790
428,0314_oscil_dcop_56.mtx,430,430,1544,1383,4785,6450
429,2815_ML_Geer.mtx,1504002,1504002,110879972,24571785,293827077,8183887848
430,0322_oscil_dcop_46.mtx,430,430,1544,1383,4785,6450
431,1961_ncvxbqp1.mtx,50000,50000,349968,854179,3232556,2649546
432,0644_fpga_dcop_09.mtx,1220,1220,5888,4802,22623,46748
433,1017_rbsb480.mtx,480,480,17088,18422,231759,609956
434,0455_M20PI_n.mtx,1182,1182,2881,1164,4058,7527
435,1282_G1.mtx,800,800,38352,125000,3119855,1870514
436,0860_adder_dcop_09.mtx,1813,1813,11239,64361,208434,1848454
437,0237_bcsstm09.mtx,1083,1083,1083,68,271,1083
438,0562_pde900.mtx,900,900,4380,1371,10277,21428
439,2794_Hook_1498.mtx,1498023,1498023,60917445,39934171,268853622,2768898411
440,2477_thermomech_dK.mtx,204316,204316,2846228,4910362,5107025,40067540
441,1888_vsp_sctap1-2b_and_seymourl.mtx,40174,40174,281662,9246735,50173847,27185180
442,0337_oscil_dcop_40.mtx,430,430,1544,1383,4785,6450
443,1981_c-56.mtx,35910,35910,380900,669885,4049412,41155112
444,1410_Zewail.mtx,6752,6752,54233,921701,1413012,626457
445,0068_mycielskian5.mtx,23,23,142,8,176,962
446,2177_copter2.mtx,55476,55476,759952,2220430,7133107,11383564
447,1997_nemeth07.mtx,9506,9506,394812,21555,696977,16820504
448,0772_G32.mtx,2000,2000,8000,2775,12500,32000
449,2189_ma2010.mtx,157508,157508,776610,7080440,9929806,5354604
450,2464_net125.mtx,36720,36720,2577200,17023751,78376092,343881780
451,1475_powersim.mtx,15838,15838,67562,30760,78773,412776
452,1288_nasa1824(0).mtx,1824,1824,39208,8788,111966,933236
453,2220_Si10H16.mtx,17077,17077,875923,3162958,14717572,112265707
454,2049_vsp_c-60_data_cti_cs4.mtx,85830,85830,482160,1122935,2851768,11793590
455,1942_shyy161.mtx,76480,76480,329762,105105,506115,1541474
456,1141_G56.mtx,5000,5000,24996,390709,417192,150488
457,0261_M10PI_n1.mtx,528,528,1317,627,1781,3515
458,0625_west1505.mtx,1505,1505,5445,1978,10870,21462
459,0403_netz4504_dual.mtx,615,615,2342,1005,9122,9020
460,2314_Raj1.mtx,263743,263743,1302464,13387386,167953407,2062412525
461,1757_nasa2910.mtx,2910,2910,174296,38210,663960,13062106
462,0999_lshp2233.mtx,2233,2233,15337,6276,33755,105899
463,1320_Kaufhold.mtx,8765,8765,42471,168022,343374,251381
464,1811_g3rmt3m3.mtx,5357,5357,207695,18507,244232,8319359
465,0981_mycielskian9.mtx,383,383,14542,5750,146690,892562
466,0361_shl_200.mtx,663,663,1726,1279,3437,3636
467,1919_Goodwin_030.mtx,10142,10142,312814,65868,1314057,12143366
468,0943_can_1054.mtx,1054,1054,12196,15760,66136,174024
469,1949_graham1.mtx,9035,9035,335504,86340,951694,13683185
470,2410_conf6_0-8x8-20.mtx,49152,49152,1916928,730112,5259264,74760192
471,0535_bp_400.mtx,822,822,4028,7436,19744,18033
472,1852_nh2010.mtx,48837,48837,234550,1955180,2974818,1649832
473,1269_reorientation_8.mtx,3108,3108,37894,67711,680467,9017278
474,0521_bp_200.mtx,822,822,3802,5557,15255,15917
475,2154_md2010.mtx,145247,145247,700378,7108743,9533746,4988820
476,2014_nv2010.mtx,84538,84538,416998,3986177,5281384,3167364
477,2720_rajat31.mtx,4690002,4690002,20316253,31089453,83976754,93745005
478,2027_GT01R.mtx,7980,7980,430909,70022,1017617,23522267
479,0944_grid2_dual.mtx,3136,3136,12224,12840,50115,47944
480,2211_ms2010.mtx,171778,171778,839980,8055109,11406785,5537586
481,1294_G30.mtx,2000,2000,39980,1253382,2780144,839786
482,1233_msc00726.mtx,726,726,34518,9720,184618,1890140
483,1600_ex15.mtx,6867,6867,98671,26330,155111,1549125
484,1382_c-25.mtx,3797,3797,49635,59266,263110,2171367
485,0697_jpwh_991.mtx,991,991,6027,13508,79523,41279
486,2164_c-64.mtx,51035,51035,717841,3023014,43474581,1212176699
487,0282_cz148.mtx,148,148,1527,256,4008,12679
488,2253_2D_54019_highK.mtx,54019,54019,996414,280135,1624347,19086872
489,3000_0006_real.mtx,5,5,10,1,5,20
490,1252_dynamicSoaringProblem_5.mtx,3271,3271,36789,21527,174658,2621913
491,2461_power9.mtx,155376,155376,2512300,3236213,11168854,55838830
492,0186_gent113.mtx,113,113,655,139,878,2878
493,2070_c-67b.mtx,57975,57975,531935,843304,9127038,120893775
494,2082_rail_79841.mtx,79841,79841,553921,862245,3211851,4157847
495,1019_spaceStation_10.mtx,1272,1272,17478,19921,92449,322014
496,1464_Oregon-2.mtx,11806,11806,65460,3588681,9908898,14582082
497,1585_cond-mat.mtx,16726,16726,95188,657215,877560,1230482
498,1229_bcsstk12.mtx,1473,1473,34241,4831,44529,862795
499,1195_freeFlyingRobot_7.mtx,3918,3918,31046,17901,119539,905038
500,2789_road_usa.mtx,23947347,23947347,57708624,113287022,249156907,159734066
501,0415_str_0.mtx,363,363,2454,669,2931,13819
502,2426_pa2010.mtx,421545,421545,2058462,15667587,23450281,12971620
503,2120_vsp_bump2_e18_aa01_model1_crew1.mtx,56438,56438,601602,9177727,45072101,32315864
504,2097_sinc15.mtx,11532,11532,568526,2386907,10701410,31286689
505,2333_std1_Jac3.mtx,21982,21982,1455848,1096190,12832179,114661142
506,1531_lock2232.mtx,2232,2232,80352,10255,108790,3174336
507,2382_pcrystk03.mtx,24696,24696,1751178,469350,5451302,129128312
508,1308_ex27.mtx,974,974,40782,7909,133050,2441548
509,0592_tumorAntiAngiogenesis_8.mtx,490,490,4776,2513,23442,286664
510,0326_oscil_dcop_32.mtx,430,430,1544,1383,4785,6450
511,2468_nasasrb.mtx,54870,54870,2677324,360100,6233086,134630198
512,2126_TSOPF_RS_b162_c3.mtx,15374,15374,610299,59404,574538,4623907
513,1659_foldoc.mtx,13356,13356,120238,558391,840397,1315223
514,2147_heart2.mtx,2339,2339,682797,171391,5440085,212702871
515,2008_light_in_tissue.mtx,29282,29282,406084,239899,1222933,5850296
516,0957_lshp1882.mtx,1882,1882,12904,5260,28043,88988
517,1977_k3plates.mtx,11107,11107,378927,73509,736091,13268493
518,1672_aug3dcqp.mtx,35543,35543,128115,92464,388022,541959
519,2696_af_3_k101.mtx,503625,503625,17550675,1676359,22524981,612413375
520,2553_torso3.mtx,259156,259156,4429042,4977957,23308145,79249018
521,0866_adder_dcop_51.mtx,1813,1813,11246,64442,208557,1848518
522,2039_epb3.mtx,84617,84617,463625,180856,718805,2480148
523,2083_Trefethen_20000b.mtx,19999,19999,554435,488024,2820906,15398243
524,0649_fpga_dcop_32.mtx,1220,1220,5892,4802,22651,46772
525,1987_nmos3.mtx,18588,18588,386594,1868294,4410147,8148958
526,2807_Long_Coup_dt0.mtx,1470152,1470152,87088992,28978769,81628808,5224243712
527,2063_gridgena.mtx,48962,48962,512084,115939,600041,5621328
528,2036_ex40.mtx,7740,7740,458012,157616,2157781,32263666
529,2664_fullb.mtx,199187,199187,11708077,2907870,31908515,720134257
530,0693_fs_760_2.mtx,760,760,5976,7283,13976,57746
531,2536_vsp_bcsstk30_500sep_10in_1Kout.mtx,58348,58348,4033156,874113472,943544872,339135198
532,2577_Chebyshev4.mtx,68121,68121,5377761,2400409,25685095,277056025
533,0319_oscil_dcop_27.mtx,430,430,1544,1383,4785,6450
534,2413_trdheim.mtx,22098,22098,1935324,198730,4077171,192650184
535,0755_jagmesh7.mtx,1138,1138,7450,2682,17089,49582
536,1372_mimo28x28_system.mtx,13251,13251,48737,53731,181833,275966
537,2390_invextr1_new.mtx,30412,30412,1793881,5257845,38104892,153405595
538,0271_rajat05.mtx,301,301,1384,834,4151,7308
539,2489_TSOPF_FS_b39_c30.mtx,120216,120216,3121160,17975069,729786176,36206586224
540,0651_fpga_dcop_46.mtx,1220,1220,5892,4802,22651,46772
541,0456_S20PI_n.mtx,1182,1182,2881,1164,4058,7527
542,2741_CurlCurl_4.mtx,2380515,2380515,26515867,13685267,124769099,297096317
543,1765_wang4.mtx,26068,26068,177196,115930,491881,1209440
544,0714_orbitRaising_2.mtx,739,739,6526,2570,12651,73376
545,1715_case9.mtx,14454,14454,147972,285943,4235274,161640248
546,0223_SmallW.mtx,396,396,994,499,2433,3105
547,0673_fpga_dcop_11.mtx,1220,1220,5892,4802,22651,46772
548,1622_nasa4704(0).mtx,4704,4704,104756,23950,336280,2528934
549,2839_nlpkkt200.mtx,16240000,16240000,448225632,314282768,1440195504,12466408704
550,2319_raefsky4.mtx,19779,19779,1328611,252661,4132853,94282329
551,1840_mark3jac080.mtx,36609,36609,227955,654384,1919102,1563802
552,2195_shar_te2-b3.mtx,200200,200200,800800,1556894,4485902,3203200
553,0700_qh1484.mtx,1484,1484,6110,3991,9231,28958
554,2433_wave.mtx,156317,156317,2118662,3045607,14604624,30438636
555,1934_pwt(0).mtx,36519,36519,326107,159211,1040776,2934955
556,2093_wathen120.mtx,36441,36441,565761,178060,962945,9316341
557,0863_adder_dcop_19.mtx,1813,1813,11245,64422,208537,1848513
558,2125_TSOPF_FS_b162_c1.mtx,10798,10798,608540,359761,12866061,676024142
559,2585_Hamrle3.mtx,1447360,1447360,5514242,1700561,3662174,21337880
560,2812_mycielskian17.mtx,98303,98303,100245742,2831363640,63843366474,402223349762
561,2559_engine.mtx,143571,143571,4706073,5624252,20231265,195163263
562,0149_gre_115.mtx,115,115,421,182,1125,1663
563,1661_cvxqp3.mtx,17500,17500,122462,410864,1522711,1087000
564,0719_EVA.mtx,8497,8497,6726,1607,2812,4070
565,1628_barth5(0).mtx,15606,15606,107362,287750,1365266,743732
566,1932_EAT_RS.mtx,23219,23219,325592,16412309,19441632,10674996
567,1613_c-41.mtx,9769,9769,101745,108673,571579,4224843
568,1168_bayer06.mtx,3008,3008,27576,6555,36182,281407
569,1467_c-36.mtx,7479,7479,65941,104142,654802,6634439
570,2392_TSOPF_FS_b162_c3.mtx,30798,30798,1801300,2458152,105123763,5748618942
571,0363_CSphd.mtx,1882,1882,1740,2262,2675,1582
572,1258_reorientation_7.mtx,3057,3057,37150,65989,673417,8728180
573,2356_mi2010.mtx,329885,329885,1578090,11738733,18283656,9856138
574,0662_fpga_dcop_33.mtx,1220,1220,5892,4802,22651,46772
575,2238_soc-Slashdot0902.mtx,82168,82168,948464,94314753,137684846,117126458
576,0926_extr1.mtx,2837,2837,11407,4745,30328,45445
577,0672_fpga_dcop_14.mtx,1220,1220,5892,4802,22651,46772
578,0583_tumorAntiAngiogenesis_5.mtx,460,460,4690,2238,20827,259310
579,1955_HEP-th.mtx,27240,27240,342437,13130039,16005294,7187290
580,2453_pkustk07.mtx,16860,16860,2418804,4603968,35605645,410021730
581,1263_t2dal_a.mtx,4257,4257,37465,11559,71195,332137
582,2830_rgg_n_2_24_s0.mtx,16777216,16777216,265114400,10082459515,11429440624,4455117406
583,2471_pct20stif.mtx,52329,52329,2698463,674737,7035119,154237335
584,2131_mt2010.mtx,132288,132288,638668,6484132,8834803,4787300
585,2587_largebasis.mtx,440020,440020,5560100,872560,6065127,70840580
586,0516_saylr3.mtx,1000,1000,3750,2001,11216,18126
587,1279_G8.mtx,800,800,38352,125000,3209751,1874060
588,1709_juba40k.mtx,40337,40337,144945,146720,463843,799825
589,1594_msc04515.mtx,4515,4515,97707,15203,212527,2225855
590,0245_ww_36_pmec_36.mtx,66,66,1194,125,4913,23205
591,1778_mult_dcop_01.mtx,25187,25187,193276,5204805,42110790,520494489
592,0209_robot.mtx,120,120,870,121,1080,5076
593,0613_tols2000.mtx,2000,2000,5184,551,2945,44510
594,0570_tumorAntiAngiogenesis_7.mtx,475,475,4597,2432,21750,269963
595,0986_hangGlider_2.mtx,1647,1647,14754,18230,179835,2257494
596,1671_aft02.mtx,8184,8184,127762,36754,240404,2221128
597,0497_qh882.mtx,882,882,3354,2014,4848,15100
598,1599_coupled.mtx,11341,11341,98523,2325440,6549684,11125461
599,0335_oscil_dcop_54.mtx,430,430,1544,1383,4785,6450
600,0483_cz308.mtx,308,308,3182,865,8332,26061
601,2367_qa8fm.mtx,66127,66127,1660579,1036169,7406546,42857197
602,2176_g7jac180sc.mtx,53370,53370,747276,8442474,18350818,22355907
603,0256_arc130.mtx,130,130,1282,225,3897,41807
604,2842_arabic-2005.mtx,22744080,22744080,639999458,728052369,5564997006,145037101189
605,0137_olm100.mtx,100,100,396,43,215,1572
606,2625_ship_003.mtx,121728,121728,8086034,3571224,38940534,579671172
607,2782_dielFilterV2real.mtx,1157456,1157456,48538952,160276053,887038998,2337362192
608,2405_conf6_0-8x8-80.mtx,49152,49152,1916928,730112,5259264,74760192
609,1218_cavity06.mtx,1182,1182,32747,6566,85254,1169457
610,1413_p2p-Gnutella25.mtx,22687,22687,54705,146163,163822,188066
611,1951_Kuu.mtx,7102,7102,340200,57096,567822,19123888
612,1797_c-52.mtx,23948,23948,202716,341823,1099813,7879718
613,1603_rajat27.mtx,20640,20640,99777,174299,1118537,6088003
614,0366_lshp_265.mtx,265,265,1753,511,3713,11771
615,2416_TSOPF_FS_b39_c19.mtx,76216,76216,1977600,7312001,293948726,14549697366
616,1646_de2010.mtx,24115,24115,116056,1135905,1507711,772168
617,2798_vas_stokes_2M.mtx,2146677,2146677,65129037,175693042,670815721,1758734169
618,0395_tols340.mtx,340,340,2196,301,1534,38866
619,2683_pkustk14.mtx,151926,151926,14836504,15619498,129081594,1777485814
620,0905_adder_dcop_23.mtx,1813,1813,11246,64442,208557,1848518
621,1086_c-19.mtx,2327,2327,21817,27470,123038,539121
622,2597_marine1.mtx,400320,400320,6226538,9189257,40303541,98739729
623,2013_cz40948.mtx,40948,40948,412148,166102,1152957,3232717
624,0081_bcspwr02.mtx,49,49,167,46,381,665
625,1309_barth4(0).mtx,6019,6019,40965,18639,88635,281717
626,1368_PGPgiantcompo.mtx,10680,10680,48632,1112671,1325234,918226
627,1925_bcsstm36.mtx,23052,23052,320606,115163,1052491,8999652
628,2362_d_pretok.mtx,182730,182730,1641672,1551351,7591896,16130366
629,0819_G14.mtx,800,800,9388,75548,363940,216620
630,1983_lhr17c.mtx,17576,17576,381975,65353,899852,8322403
631,2244_crystk02.mtx,13965,13965,968583,261545,3076428,70250431
632,0324_oscil_dcop_52.mtx,430,430,1544,1383,4785,6450
633,0933_G53.mtx,1000,1000,11828,124385,506091,294162
634,2832_HV15R.mtx,2017169,2017169,283073458,187198631,2108360465,42201218799
635,1136_freeFlyingRobot_5.mtx,2878,2878,24582,12914,79187,582154
636,2293_bcsstk31.mtx,35588,35588,1181416,424667,3957329,47416802
637,0576_Trefethen_300.mtx,300,300,4678,1151,10199,73334
638,0426_can_292.mtx,292,292,2540,1779,12175,30608
639,2568_wiki-Talk.mtx,2394385,2394385,5021410,1022934910,1606046103,1383166763
640,0802_EPA.mtx,4772,4772,8965,7439,11042,11909
641,0581_cdde3.mtx,961,961,4681,1471,11225,22917
642,0937_G49.mtx,3000,3000,12000,6100,18720,48000
643,1789_obstclae.mtx,40000,40000,197608,75514,244336,983272
644,0388_Trefethen_150.mtx,150,150,2040,364,3600,27928
645,1528_aug2dc.mtx,30200,30200,80000,26370,118684,239600
646,2056_std1_Jac2_db.mtx,21982,21982,498771,315411,6274525,46070008
647,1089_bcsstm13.mtx,2003,2003,21943,19286,182879,751283
648,0717_m3plates.mtx,11107,11107,6639,695,2777,6639
649,2604_auto.mtx,448695,448695,6629222,92858441,109514223,101247158
650,0288_oscil_dcop_23.mtx,430,430,1544,1383,4785,6450
651,2769_wikipedia-20060925.mtx,2983494,2983494,37269096,5684348457,6902319795,5015045714
652,2175_g7jac180.mtx,53370,53370,747276,8442474,18350818,22355907
653,1617_shuttle_eddy.mtx,10429,10429,103599,46038,192936,1083153
654,0383_olm500.mtx,500,500,1996,218,1115,7972
655,1231_G61.mtx,7000,7000,34296,467349,489003,201404
656,2340_raefsky3.mtx,21200,21200,1488768,60267,1646832,105397248
657,1310_bips98_1142.mtx,9735,9735,40983,52505,170600,259611
658,1202_p2p-Gnutella06.mtx,8717,8717,31525,172904,212919,135879
659,0057_football.mtx,35,35,118,16,280,181
660,2668_delaunay_n21.mtx,2097152,2097152,12582816,13136557,51813354,79241506
661,1929_usroads-48.mtx,126146,126146,323900,1048761,1964805,908750
662,0691_fs_760_3.mtx,760,760,5976,7283,13976,57746
663,0594_tumorAntiAngiogenesis_6.mtx,465,465,4795,2298,20516,265961
664,2750_nd24k.mtx,72000,72000,28715634,15740586,344248932,11878868250
665,2644_flickr.mtx,820878,820878,9837214,3108681300,5041891728,4318945024
666,0945_delaunay_n11.mtx,2048,2048,12254,11619,49703,77296
667,2152_nemeth18.mtx,9506,9506,695234,32261,1421267,51149746
668,0486_G13.mtx,800,800,3200,800,5000,12800
669,0654_fpga_dcop_45.mtx,1220,1220,5892,4802,22651,46772
670,0745_Chem97ZtZ.mtx,2541,2541,7361,1581,12552,101005
671,1115_G37.mtx,2000,2000,23570,464674,1371101,669072
672,1133_mcfe.mtx,765,765,24382,7998,233931,906881
673,0029_bcsstm01.mtx,48,48,48,3,12,48
674,1586_linverse.mtx,11999,11999,95977,5244,26990,779727
675,1238_freeFlyingRobot_8.mtx,4398,4398,34958,20467,138905,1101916
676,0904_adder_dcop_30.mtx,1813,1813,11246,64442,208557,1848518
677,0706_jagmesh1.mtx,936,936,6264,2205,13318,42416
678,0872_adder_dcop_68.mtx,1813,1813,11246,64442,208557,1848518
679,0032_jgl009.mtx,9,9,50,1,27,254
680,1986_g7jac100.mtx,29610,29610,384636,3733134,8047833,9813907
681,2755_soc-Pokec.mtx,1632803,1632803,30622564,2120601353,2362176397,1780294899
682,1485_bloweybq.mtx,10001,10001,69991,400616,6294987,100379895
683,1669_jan99jac060.mtx,20614,20614,127182,392101,693750,1164705
684,0878_adder_dcop_18.mtx,1813,1813,11246,64442,208557,1848518
685,0076_bcsstm05.mtx,153,153,153,10,39,153
686,1895_g7jac080sc.mtx,23670,23670,293976,2556964,5494355,6707912
687,0417_dw256A.mtx,512,512,2480,360,2848,12176
688,1616_cz10228.mtx,10228,10228,102876,40411,289239,806804
689,0061_ibm32.mtx,32,32,126,8,365,511
690,2016_email-EuAll.mtx,265214,265214,420045,46814818,57867590,50610762
691,1353_msc01440.mtx,1440,1440,46270,14786,130292,1564102
692,0216_steam3.mtx,80,80,928,43,170,10880
693,2174_olesnik0.mtx,88263,88263,744216,729881,3474704,6984578
694,1462_c-34.mtx,6611,6611,64333,65922,267201,2545811
695,2032_TEM27623.mtx,27623,27623,439469,712809,3536706,7243447
696,1802_minsurfo.mtx,40806,40806,203622,93457,494704,1017326
697,2800_com-LiveJournal.mtx,3997962,3997962,69362378,7585737518,11051958569,8580898768
698,2437_il2010.mtx,451554,451554,2164464,16906127,24413115,12758302
699,0787_Trefethen_500.mtx,500,500,8478,2674,21245,144718
700,2671_BenElechi1.mtx,245874,245874,13150496,968954,17067853,705555870
701,1420_bcsstm27.mtx,1224,1224,56126,3627,95566,2691026
702,1979_vsp_model1_crew1_cr42_south31.mtx,45101,45101,379952,7348227,80096490,668875186
703,2245_nemeth20.mtx,9506,9506,971870,59133,2611885,100534354
704,1118_hydr1.mtx,5308,5308,23752,11829,62373,106230
705,2173_Si5H12.mtx,19896,19896,738598,2026456,9761108,46736642
706,2749_nlpkkt80.mtx,1062400,1062400,28704672,20248856,90901048,790384704
707,2818_Flan_1565.mtx,1564794,1564794,117406044,43154730,468527613,9013434840
708,1809_lowThrust_6.mtx,16928,16928,207349,340448,6233485,89193745
709,0192_bcsstk22.mtx,138,138,696,253,941,3980
710,2691_cit-Patents.mtx,3774768,3774768,16518948,96919638,98978898,82152992
711,0078_Trefethen_20.mtx,20,20,158,8,89,1262
712,1031_bcsstk09.mtx,1083,1083,18437,2548,29555,331973
713,0430_rdb450l.mtx,450,450,2580,671,4957,14896
714,1896_g7jac080.mtx,23670,23670,293976,2556964,5494355,6707912
715,2368_qa8fk.mtx,66127,66127,1660579,1036169,7406546,42857197
716,0941_rdb2048_noL.mtx,2048,2048,12032,2432,11944,70928
717,0663_fpga_dcop_02.mtx,1220,1220,5892,4802,22651,46772
718,0119_mesh1em1.mtx,48,48,306,27,782,2002
719,2381_majorbasis.mtx,160000,160000,1750416,695240,4726464,19178064
720,1061_rw5151.mtx,5151,5151,20199,10704,52520,79795
721,1213_ex4.mtx,1601,1601,32299,7357,64019,748207
722,0723_jagmesh2.mtx,1009,1009,6865,3038,15881,47075
723,0647_fpga_dcop_26.mtx,1220,1220,5892,4802,22651,46772
724,0019_Tina_AskCog.mtx,11,11,36,1,22,105
725,0028_Tina_DisCog.mtx,11,11,48,1,27,192
726,2285_msc23052.mtx,23052,23052,1154814,410031,2925731,60965844
727,2646_x104.mtx,108384,108384,10167624,2486492,30772064,1046272464
728,2533_barrier2-9.mtx,115625,115625,3897557,48925751,114133179,225039317
729,0640_fpga_dcop_06.mtx,1220,1220,5860,4801,22478,46566
730,0960_bcsstk08.mtx,1074,1074,12960,15068,144573,633402
731,0303_oscil_dcop_47.mtx,430,430,1544,1383,4785,6450
732,1619_wiki-Vote.mtx,8297,8297,103689,3570695,6563461,4542805
733,0094_GD96_d.mtx,180,180,229,356,852,523
734,2009_mycielskian12.mtx,3071,3071,407200,840927,19638577,121990530
735,2447_c-big.mtx,345241,345241,2341011,5357794,35009097,474414355
736,0504_dwt_512.mtx,512,512,3502,446,5444,30108
737,2075_psmigr_1.mtx,3140,3140,543162,6426413,83448995,230616060
738,2266_torso2.mtx,115967,115967,1033473,437877,1838756,9239885
739,2700_af_shell7.mtx,504855,504855,17588875,1668176,22688918,613607875
740,0434_Erdos971.mtx,472,472,2628,18627,55587,35732
741,1847_windtunnel_evap2d.mtx,8256,8256,233468,261490,1504112,7828430
742,0620_S40PI_n.mtx,2182,2182,5341,1669,6278,13827
743,0356_GD96_a.mtx,1096,1096,1677,3656,4704,2175
744,0436_fs_680_3.mtx,680,680,2646,1230,3566,14539
745,2263_ia2010.mtx,216007,216007,1021170,7118006,11417734,5904878
746,1748_mark3jac060.mtx,27449,27449,170695,488209,1434773,1169682
747,0818_G18.mtx,800,800,9388,75548,363940,216620
748,0862_adder_dcop_11.mtx,1813,1813,11243,64424,208528,1848492
749,2694_af_0_k101.mtx,503625,503625,17550675,1676359,22524981,612413375
750,0643_fpga_dcop_04.mtx,1220,1220,5884,4801,22571,46720
751,2260_olafu.mtx,16146,16146,1015156,115290,2202439,66312812
752,1137_ex25.mtx,848,848,24612,3805,33168,893226
753,1614_mhd4800a.mtx,4800,4800,102252,2690,134511,2286099
754,1332_fd15.mtx,11532,11532,44206,30352,101860,173926
755,1606_piston.mtx,2025,2025,100015,4307,146513,5810239
756,0140_bcsstk01.mtx,48,48,400,27,660,3460
757,1657_bloweybl.mtx,30003,30003,120000,415015,6355041,100469968
758,0837_dwt_1242.mtx,1242,1242,10426,4200,24227,92246
759,2465_cop20k_A.mtx,121192,121192,2624331,10286260,20340972,79883385
760,0687_fpga_dcop_22.mtx,1220,1220,5892,4802,22651,46772
761,1313_cage9.mtx,3534,3534,41594,52151,303138,539294
762,1714_p2p-Gnutella31.mtx,62586,62586,147892,375414,423367,538318
763,2697_af_4_k101.mtx,503625,503625,17550675,1676359,22524981,612413375
764,1998_nemeth08.mtx,9506,9506,394816,21555,696977,16820798
765,2436_gupta1.mtx,31802,31802,2164210,27470200,511791111,4275758778
766,2767_inline_1.mtx,503712,503712,36816342,38550036,294735382,3330443366
767,2237_wa2010.mtx,195574,195574,947432,9139035,11805215,6267836
768,2722_StocF-1465.mtx,1465137,1465137,21005389,35947970,151628179,310855795
769,1200_c-27.mtx,4563,4563,31375,43350,144193,735443
770,1217_cavity07.mtx,1182,1182,32747,6566,85254,1169457
771,0200_cage6.mtx,93,93,785,72,1386,7073
772,1157_as-735.mtx,7716,7716,26467,940790,2533935,4166041
773,0226_nos1.mtx,237,237,1017,99,530,4587
774,0537_1138_bus.mtx,1138,1138,4054,4334,16645,18138
775,1505_ncvxqp1.mtx,12111,12111,73963,282863,940844,606005
776,2525_barrier2-3.mtx,113076,113076,3805068,47778286,105402239,198352590
777,1660_bodyy4.mtx,17546,17546,121938,44359,216481,852278
778,0484_G11.mtx,800,800,3200,350,3200,12800
779,1150_email-Eu-core.mtx,1005,1005,25571,143904,1135885,1517103
780,0952_Kohonen.mtx,4470,4470,12731,63557,100442,53098
781,1371_ww_vref_6405.mtx,13251,13251,48737,53731,181833,275966
782,2122_rajat20.mtx,86916,86916,605045,9581141,111953949,906009109
783,0461_can_256.mtx,256,256,2916,1810,15238,46608
784,1064_CollegeMsg.mtx,1899,1899,20296,437592,1079233,744395
785,1166_mhd4800b.mtx,4800,4800,27520,2690,10760,176226
786,2132_blockqp1.mtx,60012,60012,640033,7868741,175484969,5605200165
787,2161_cyl6.mtx,13681,13681,714241,79246,937171,38130481
788,2275_TSOPF_RS_b39_c30.mtx,60098,60098,1079986,106285,1107683,7626860
789,2214_ch7-8-b5.mtx,141120,141120,846720,1254976,4934985,5080320
790,2656_mycielskian15.mtx,24575,24575,11111110,111244212,2524467738,15864393110
791,1635_vsp_data_and_seymourl.mtx,9167,9167,111732,1164633,2890777,3714010
792,0899_adder_dcop_15.mtx,1813,1813,11246,64442,208557,1848518
793,1105_sherman2.mtx,1080,1080,23094,4913,43419,538842
794,0658_fpga_dcop_41.mtx,1220,1220,5892,4802,22651,46772
795,1541_kineticBatchReactor_6.mtx,7773,7773,82500,150306,1151517,21235664
796,2556_tmt_unsym.mtx,917825,917825,4584801,1992431,9411787,22909245
797,1392_cz5108.mtx,5108,5108,51412,20540,142748,402869
798,0940_rdb2048.mtx,2048,2048,12032,2432,11944,70928
799,2162_Pres_Poisson.mtx,14822,14822,715804,173353,2418344,34956600
800,1452_dendrimer.mtx,730,730,63024,20164,317847,6609734
