index,mtx,m,n,nnz,mp16,mp4,mpnz
711,1628_barth5(0).mtx,15606,15606,107362,1309568,19072000,109938688
712,2741_CurlCurl_4.mtx,2380515,2380515,26515867,108378304,2280425728,27152247808
713,2559_engine.mtx,143571,143571,4706073,19446272,211760384,4819018752
714,1401_air05.mtx,426,7195,52121,365184,4553472,53371904
715,1932_EAT_RS.mtx,23219,23219,325592,15799936,76224512,333406208
716,1613_c-41.mtx,9769,9769,101745,483648,6512384,104186880
717,2585_Hamrle3.mtx,1447360,1447360,5514242,32734016,306216704,5646583808
718,1488_aa03.mtx,825,8627,70806,381824,5270016,72505344
719,0363_CSphd.mtx,1882,1882,1740,80896,421632,1781760
720,1168_bayer06.mtx,3008,3008,27576,82624,1356800,28237824
721,1258_reorientation_7.mtx,3057,3057,37150,168768,2708736,38041600
722,1467_c-36.mtx,7479,7479,65941,334080,4610560,67523584
723,0662_fpga_dcop_33.mtx,1220,1220,5892,45184,635648,6033408
724,2577_Chebyshev4.mtx,68121,68121,5377761,8259904,202277120,5506827264
725,1225_n4c5-b6.mtx,4735,4340,33145,191808,3306240,33940480
726,2489_TSOPF_FS_b39_c30.mtx,120216,120216,3121160,3214272,93509632,3196067840
727,0926_extr1.mtx,2837,2837,11407,65664,1206784,11680768
728,1871_bibd_81_3.mtx,3240,85320,255960,1515264,22405632,262103040
729,0583_tumorAntiAngiogenesis_5.mtx,460,460,4690,14848,256768,4802560
730,0672_fpga_dcop_14.mtx,1220,1220,5892,45184,635648,6033408
731,2356_mi2010.mtx,329885,329885,1578090,53035456,332197376,1615964160
732,1436_scrs8-2r.mtx,14364,27691,58439,418240,7676416,59841536
733,2041_pds-40.mtx,66844,217531,466800,19950464,109213952,478003200
734,1955_HEP-th.mtx,27240,27240,342437,17097664,84064512,350655488
735,2238_soc-Slashdot0902.mtx,82168,82168,948464,37091200,194661376,971227136
736,2453_pkustk07.mtx,16860,16860,2418804,4868096,93827328,2476855296
737,1263_t2dal_a.mtx,4257,4257,37465,124096,2152704,38364160
738,2392_TSOPF_FS_b162_c3.mtx,30798,30798,1801300,1499776,44984576,1844531200
739,0516_saylr3.mtx,1000,1000,3750,25408,410624,3840000
740,1279_G8.mtx,800,800,38352,160000,6478080,39272448
741,2471_pct20stif.mtx,52329,52329,2698463,3306944,74742016,2763226112
742,2131_mt2010.mtx,132288,132288,638668,24916864,139841280,653996032
743,0209_robot.mtx,120,120,870,2240,47360,890880
744,2587_largebasis.mtx,440020,440020,5560100,10720768,207366400,5693542400
745,2155_ch7-8-b4.mtx,141120,58800,705600,5686976,83000320,722534400
746,1709_juba40k.mtx,40337,40337,144945,1404352,14596608,148423680
747,0245_ww_36_pmec_36.mtx,66,66,1194,1600,73984,1222656
748,1594_msc04515.mtx,4515,4515,97707,143936,3952384,100051968
749,0613_tols2000.mtx,2000,2000,5184,15424,259840,5308416
750,0782_lp_scfxm3.mtx,990,1800,8206,38464,753920,8402944
751,0570_tumorAntiAngiogenesis_7.mtx,475,475,4597,15616,259584,4707328
752,1537_dano3mip.mtx,3202,15851,81633,2418560,14489344,83592192
753,0817_lp_stocfor2.mtx,2157,3045,9357,53184,867840,9581568
754,0497_qh882.mtx,882,882,3354,24448,246784,3434496
755,2452_Delor295K.mtx,295734,1823928,2401323,21924608,272567552,2458954752
756,0986_hangGlider_2.mtx,1647,1647,14754,68224,1110272,15108096
757,1778_mult_dcop_01.mtx,25187,25187,193276,5182400,28925184,197914624
758,0335_oscil_dcop_54.mtx,430,430,1544,14080,171776,1581056
759,0483_cz308.mtx,308,308,3182,8768,206592,3258368
760,0256_arc130.mtx,130,130,1282,2496,69376,1312768
761,0137_olm100.mtx,100,100,396,1216,18688,405504
762,1671_aft02.mtx,8184,8184,127762,304128,5614080,130828288
763,1599_coupled.mtx,11341,11341,98523,3371648,20508672,100887552
764,1218_cavity06.mtx,1182,1182,32747,46848,1201920,33532928
765,0965_n2c6-b8.mtx,1470,3990,13230,93568,1504256,13547520
766,2176_g7jac180sc.mtx,53370,53370,747276,10928512,100309760,765210624
767,2367_qa8fm.mtx,66127,66127,1660579,4452544,88727552,1700432896
768,0391_Trec9.mtx,47,201,2147,2048,95488,2198528
769,2405_conf6_0-8x8-80.mtx,49152,49152,1916928,3211264,65011712,1962934272
770,1413_p2p-Gnutella25.mtx,22687,22687,54705,2406912,10690304,56017920
771,2625_ship_003.mtx,121728,121728,8086034,12196352,274320896,8280098816
772,1951_Kuu.mtx,7102,7102,340200,329344,7639040,348364800
773,1336_deter3.mtx,7647,21777,44547,2253568,10860288,45616128
774,1797_c-52.mtx,23948,23948,202716,1467328,14270720,207581184
775,1603_rajat27.mtx,20640,20640,99777,809024,10297344,102171648
776,0366_lshp_265.mtx,265,265,1753,6720,126720,1795072
777,1608_cis-n4c6-b4.mtx,20058,5970,100290,565248,9896448,102696960
778,0395_tols340.mtx,340,340,2196,4864,68608,2248704
779,1646_de2010.mtx,24115,24115,116056,4688064,25707776,118841344
780,0396_lp_brandy.mtx,220,303,2202,10368,154368,2254848
781,0905_adder_dcop_23.mtx,1813,1813,11246,239872,1589504,11515904
782,1221_fxm2-16.mtx,3900,7335,32972,158208,2991360,33763328
783,0081_bcspwr02.mtx,49,49,167,896,17152,171008
784,1086_c-19.mtx,2327,2327,21817,127744,1714176,22340608
785,2416_TSOPF_FS_b39_c19.mtx,76216,76216,1977600,2189376,59295232,2025062400
786,2013_cz40948.mtx,40948,40948,412148,1460032,28141824,422039552
787,2683_pkustk14.mtx,151926,151926,14836504,28294912,523201536,15192580096
788,1925_bcsstm36.mtx,23052,23052,320606,893120,19319040,328300544
789,1368_PGPgiantcompo.mtx,10680,10680,48632,2411456,11485696,49799168
790,1309_barth4(0).mtx,6019,6019,40965,203840,2957056,41948160
791,2597_marine1.mtx,400320,400320,6226538,34857664,513127168,6375974912
792,0819_G14.mtx,800,800,9388,139136,1892352,9613312
793,2362_d_pretok.mtx,182730,182730,1641672,10276672,152397824,1681072128
794,0324_oscil_dcop_52.mtx,430,430,1544,14080,171776,1581056
795,1983_lhr17c.mtx,17576,17576,381975,583744,16122624,391142400
796,2244_crystk02.mtx,13965,13965,968583,1062592,26153472,991828992
797,2029_stormg2-125.mtx,66185,172431,433256,3959808,49995008,443654144
798,0933_G53.mtx,1000,1000,11828,207424,2436864,12111872
799,0753_n3c6-b10.mtx,675,2511,7425,48320,817408,7603200
800,2258_pds-90.mtx,142823,475448,1014136,44370816,239346944,1038475264
801,0576_Trefethen_300.mtx,300,300,4678,9408,222976,4790272
802,0426_can_292.mtx,292,292,2540,12352,193280,2600960
803,1136_freeFlyingRobot_5.mtx,2878,2878,24582,91136,1530112,25171968
804,2293_bcsstk31.mtx,35588,35588,1181416,2308160,47410432,1209769984
805,0581_cdde3.mtx,961,961,4681,19136,419584,4793344
806,0802_EPA.mtx,4772,4772,8965,233856,1418752,9180160
807,0937_G49.mtx,3000,3000,12000,83200,960000,12288000
808,1789_obstclae.mtx,40000,40000,197608,1100928,12621824,202350592
809,0388_Trefethen_150.mtx,150,150,2040,3840,94208,2088960
810,1590_lp_ken_13.mtx,28632,42659,97246,2430720,16201216,99579904
811,1528_aug2dc.mtx,30200,30200,80000,499840,7130112,81920000
812,2056_std1_Jac2_db.mtx,21982,21982,498771,892416,26314496,510741504
813,0046_problem.mtx,12,46,86,192,4608,88064
814,1089_bcsstm13.mtx,2003,2003,21943,80896,1691392,22469632
815,2819_rgg_n_2_23_s0.mtx,8388608,8388608,127002786,5967808512,31885904128,130050852864
816,0288_oscil_dcop_23.mtx,430,430,1544,14080,171776,1581056
817,0717_m3plates.mtx,11107,11107,6639,44480,710912,6798336
818,2782_dielFilterV2real.mtx,1157456,1157456,48538952,266148288,3997537792,49703886848
819,2175_g7jac180.mtx,53370,53370,747276,10928512,100309760,765210624
820,1617_shuttle_eddy.mtx,10429,10429,103599,406784,5617152,106085376
821,0383_olm500.mtx,500,500,1996,6016,95488,2043904
822,1231_G61.mtx,7000,7000,34296,2006720,8727296,35119104
823,2624_rail2586.mtx,2586,923269,8011362,61896064,682843904,8203634688
824,1310_bips98_1142.mtx,9735,9735,40983,440640,4559616,41966592
825,2340_raefsky3.mtx,21200,21200,1488768,584256,23820288,1524498432
826,0057_football.mtx,35,35,118,512,13568,120832
827,1202_p2p-Gnutella06.mtx,8717,8717,31525,1406976,6691584,32281600
828,2604_auto.mtx,448695,448695,6629222,302128448,1369572608,6788323328
829,0691_fs_760_3.mtx,760,760,5976,38976,374016,6119424
830,0188_ash331.mtx,331,104,662,2752,59136,677888
831,1929_usroads-48.mtx,126146,126146,323900,10395456,74010368,331673600
832,0594_tumorAntiAngiogenesis_6.mtx,465,465,4795,15232,246272,4910080
833,0945_delaunay_n11.mtx,2048,2048,12254,97600,1299200,12548096
834,2152_nemeth18.mtx,9506,9506,695234,281792,14853888,711919616
835,0486_G13.mtx,800,800,3200,12800,256000,3276800
836,2668_delaunay_n21.mtx,2097152,2097152,12582816,109780032,1357394432,12884803584
837,0654_fpga_dcop_45.mtx,1220,1220,5892,45184,635648,6033408
838,2502_bibd_19_9.mtx,171,92378,3325608,3175744,134428672,3405422592
839,2750_nd24k.mtx,72000,72000,28715634,17631104,625169408,29404809216
840,0745_Chem97ZtZ.mtx,2541,2541,7361,30528,484864,7537664
841,1115_G37.mtx,2000,2000,23570,618240,5278976,24135680
842,1133_mcfe.mtx,765,765,24382,38016,1563136,24967168
843,0342_abb313.mtx,313,176,1557,4032,88576,1594368
844,0029_bcsstm01.mtx,48,48,48,192,3072,49152
845,0904_adder_dcop_30.mtx,1813,1813,11246,239872,1589504,11515904
846,1649_p010.mtx,10090,19090,118000,425024,12973568,120832000
847,1586_linverse.mtx,11999,11999,95977,143872,2303488,98280448
848,1238_freeFlyingRobot_8.mtx,4398,4398,34958,140608,2334976,35796992
849,0706_jagmesh1.mtx,936,936,6264,26176,448000,6414336
850,0032_jgl009.mtx,9,9,50,64,2304,51200
851,0872_adder_dcop_68.mtx,1813,1813,11246,239872,1589504,11515904
852,1468_aa5.mtx,801,8308,65953,389888,5395712,67535872
853,1986_g7jac100.mtx,29610,29610,384636,5499392,50917120,393867264
854,1485_bloweybq.mtx,10001,10001,69991,199936,3199744,71670784
855,0878_adder_dcop_18.mtx,1813,1813,11246,239872,1589504,11515904
856,0076_bcsstm05.mtx,153,153,153,640,9984,156672
857,1669_jan99jac060.mtx,20614,20614,127182,1996608,14882816,130234368
858,0710_lp_ship04l.mtx,402,2166,6380,47360,809472,6533120
859,2812_mycielskian17.mtx,98303,98303,100245742,163606016,5472954368,102651639808
860,0417_dw256A.mtx,512,512,2480,6784,151552,2539520
861,1911_lp_nug20.mtx,15240,72600,304800,9262080,50908160,312115200
862,0061_ibm32.mtx,32,32,126,256,13824,129024
863,1895_g7jac080sc.mtx,23670,23670,293976,4138368,38568960,301031424
864,1616_cz10228.mtx,10228,10228,102876,357824,7052544,105345024
865,1353_msc01440.mtx,1440,1440,46270,87680,1758720,47380480
866,0216_steam3.mtx,80,80,928,960,14848,950272
867,0962_lpi_klein3.mtx,994,1082,13101,22272,714240,13415424
868,2174_olesnik0.mtx,88263,88263,744216,4827712,70489600,762077184
869,2395_GL7d14.mtx,171375,47271,1831183,109960896,466622464,1875131392
870,2032_TEM27623.mtx,27623,27623,439469,2924992,40882176,450016256
871,1462_c-34.mtx,6611,6611,64333,342144,3826432,65876992
872,0007_Trec5.mtx,3,7,12,64,512,12288
873,2016_email-EuAll.mtx,265214,265214,420045,21425472,100289536,430126080
874,1487_aa3.mtx,825,8627,70806,381824,5270016,72505344
875,1802_minsurfo.mtx,40806,40806,203622,1136192,18177024,208508928
876,0974_cis-n4c6-b14.mtx,920,6300,13800,107584,1693440,14131200
877,2136_Delor64K.mtx,64719,1785345,652140,8331136,82848768,667791360
878,1097_deter8.mtx,3831,10905,22299,1125184,5432064,22834176
879,0787_Trefethen_500.mtx,500,500,8478,18560,414976,8681472
880,1106_lp_80bau3b.mtx,2262,12061,23264,291072,2595328,23822336
881,2644_flickr.mtx,820878,820878,9837214,389541376,2142719488,10073307136
882,1420_bcsstm27.mtx,1224,1224,56126,33984,1364992,57473024
883,2437_il2010.mtx,451554,451554,2164464,80695872,467656960,2216411136
884,2245_nemeth20.mtx,9506,9506,971870,381248,20137728,995194880
885,1118_hydr1.mtx,5308,5308,23752,144512,2356992,24322048
886,2798_vas_stokes_2M.mtx,2146677,2146677,65129037,369161600,4848832768,66692133888
887,2671_BenElechi1.mtx,245874,245874,13150496,8533376,260519168,13466107904
888,1079_lp_cycle.mtx,1903,3371,21234,103296,1553152,21743616
889,1979_vsp_model1_crew1_cr42_south31.mtx,45101,45101,379952,8784576,59446272,389070848
890,0380_ash958.mtx,958,292,1916,8896,179968,1961984
891,2173_Si5H12.mtx,19896,19896,738598,3425408,53979648,756324352
892,0192_bcsstk22.mtx,138,138,696,3392,44800,712704
893,1809_lowThrust_6.mtx,16928,16928,207349,914432,14525696,212325376
894,1223_lp_d2q06c.mtx,2171,5831,33081,200960,2639360,33874944
895,2717_bundle_adj.mtx,513351,513351,20208051,16514624,486469632,20693044224
896,0078_Trefethen_20.mtx,20,20,158,256,5376,161792
897,1100_pgp2.mtx,4034,13254,22474,99136,2174976,23013376
898,1031_bcsstk09.mtx,1083,1083,18437,29312,721152,18879488
899,0430_rdb450l.mtx,450,450,2580,8896,190208,2641920
900,0949_ch7-6-b2.mtx,4200,630,12600,78144,1341440,12902400
901,1896_g7jac080.mtx,23670,23670,293976,4138368,38568960,301031424
902,0727_lp_ship08s.mtx,778,2467,7194,55424,908032,7366656
903,2832_HV15R.mtx,2017169,2017169,283073458,337497856,8167898880,289867220992
904,2368_qa8fk.mtx,66127,66127,1660579,4452544,88727552,1700432896
905,0941_rdb2048_noL.mtx,2048,2048,12032,36352,630784,12320768
906,0663_fpga_dcop_02.mtx,1220,1220,5892,45184,635648,6033408
907,2749_nlpkkt80.mtx,1062400,1062400,28704672,78338048,1256333312,29393584128
908,0119_mesh1em1.mtx,48,48,306,576,24064,313344
909,0534_lp_stair.mtx,356,614,4003,11776,222976,4099072
910,2170_n4c6-b6.mtx,104115,51813,728805,4419520,73907456,746296320
911,0723_jagmesh2.mtx,1009,1009,6865,32128,505600,7029760
912,2381_majorbasis.mtx,160000,160000,1750416,5696000,111108096,1792425984
913,1061_rw5151.mtx,5151,5151,20199,135360,2117632,20683776
914,1213_ex4.mtx,1601,1601,32299,57536,1212672,33074176
915,0019_Tina_AskCog.mtx,11,11,36,64,2048,36864
916,0028_Tina_DisCog.mtx,11,11,48,64,2304,49152
917,1009_lp_ship12l.mtx,1151,5533,16276,126784,2054656,16666624
918,0647_fpga_dcop_26.mtx,1220,1220,5892,45184,635648,6033408
919,0640_fpga_dcop_06.mtx,1220,1220,5860,45184,632064,6000640
920,2285_msc23052.mtx,23052,23052,1154814,2094016,34342656,1182529536
921,0960_bcsstk08.mtx,1074,1074,12960,58880,1075968,13271040
922,0406_lp_scsd1.mtx,77,760,2388,6720,121088,2445312
923,2646_x104.mtx,108384,108384,10167624,8678016,222659584,10411646976
924,0303_oscil_dcop_47.mtx,430,430,1544,14080,171776,1581056
925,2533_barrier2-9.mtx,115625,115625,3897557,38283712,389666048,3991098368
926,0094_GD96_d.mtx,180,180,229,4992,47616,234496
927,1619_wiki-Vote.mtx,8297,8297,103689,3306048,22324480,106177536
928,0504_dwt_512.mtx,512,512,3502,7808,199680,3586048
929,2009_mycielskian12.mtx,3071,3071,407200,651968,22042880,416972800
930,2075_psmigr_1.mtx,3140,3140,543162,2312832,58622976,556197888
931,2447_c-big.mtx,345241,345241,2341011,20497280,169095424,2397195264
932,0132_n3c5-b2.mtx,120,45,360,1152,24320,368640
933,2608_sls.mtx,1748122,62729,6804304,128499200,774024192,6967607296
934,2266_torso2.mtx,115967,115967,1033473,4181504,58596864,1058276352
935,0434_Erdos971.mtx,472,472,2628,52160,585472,2691072
936,1847_windtunnel_evap2d.mtx,8256,8256,233468,714496,13302784,239071232
937,0620_S40PI_n.mtx,2182,2182,5341,33856,458240,5469184
938,0356_GD96_a.mtx,1096,1096,1677,74432,388864,1717248
939,1567_jendrec1.mtx,2109,4228,89608,67136,2780672,91758592
940,2700_af_shell7.mtx,504855,504855,17588875,16142464,432084992,18011008000
941,2639_bibd_22_8.mtx,231,319770,8953560,11719872,442378240,9168445440
942,0436_fs_680_3.mtx,680,680,2646,14592,168448,2709504
943,2818_Flan_1565.mtx,1564794,1564794,117406044,139740288,3426656512,120223789056
944,0627_n2c6-b3.mtx,1365,455,5460,27008,482816,5591040
945,2839_nlpkkt200.mtx,16240000,16240000,448225632,1223047168,19529940992,458983047168
946,0818_G18.mtx,800,800,9388,139136,1892352,9613312
947,0862_adder_dcop_11.mtx,1813,1813,11243,239872,1589248,11512832
948,2263_ia2010.mtx,216007,216007,1021170,32752896,212552192,1045678080
949,2691_cit-Patents.mtx,3774768,3774768,16518948,1025465216,4169498368,16915402752
950,0643_fpga_dcop_04.mtx,1220,1220,5884,45184,633856,6025216
951,1748_mark3jac060.mtx,27449,27449,170695,2424640,25036288,174791680
952,1137_ex25.mtx,848,848,24612,29632,636928,25202688
953,0140_bcsstk01.mtx,48,48,400,576,22528,409600
954,2260_olafu.mtx,16146,16146,1015156,717952,23371008,1039519744
955,1614_mhd4800a.mtx,4800,4800,102252,57472,3218688,104706048
956,1606_piston.mtx,2025,2025,100015,47936,2165504,102415360
957,1332_fd15.mtx,11532,11532,44206,368704,4415744,45266944
958,1657_bloweybl.mtx,30003,30003,120000,480192,7680768,122880000
959,0837_dwt_1242.mtx,1242,1242,10426,42624,695552,10676224
960,0687_fpga_dcop_22.mtx,1220,1220,5892,45184,635648,6033408
961,2227_nw14.mtx,73,123409,904910,1560448,49537792,926627840
962,0371_ch5-5-b2.mtx,600,200,1800,11072,192256,1843200
963,1313_cage9.mtx,3534,3534,41594,234944,3986432,42592256
964,2694_af_0_k101.mtx,503625,503625,17550675,16494400,430142720,17971891200
965,0114_ch4-4-b2.mtx,96,72,288,1344,29952,294912
966,1714_p2p-Gnutella31.mtx,62586,62586,147892,6468288,28613888,151441408
967,2465_cop20k_A.mtx,121192,121192,2624331,26943616,178803712,2687314944
968,2276_dbic1.mtx,43200,226317,1081843,13405120,130369792,1107807232
969,1998_nemeth08.mtx,9506,9506,394816,237888,10388736,404291584
970,1217_cavity07.mtx,1182,1182,32747,46848,1201920,33532928
971,0200_cage6.mtx,93,93,785,1280,46080,803840
972,1200_c-27.mtx,4563,4563,31375,230784,2573056,32128000
973,1157_as-735.mtx,7716,7716,26467,1036160,5872384,27102208
974,0226_nos1.mtx,237,237,1017,2752,45568,1041408
975,2237_wa2010.mtx,195574,195574,947432,40622400,212986112,970170368
976,2697_af_4_k101.mtx,503625,503625,17550675,16494400,430142720,17971891200
977,0537_1138_bus.mtx,1138,1138,4054,44288,540416,4151296
978,0484_G11.mtx,800,800,3200,9600,204800,3276800
979,1505_ncvxqp1.mtx,12111,12111,73963,998464,13008384,75738112
980,2388_n4c6-b8.mtx,198895,163215,1790055,11470208,186619904,1833016320
981,2769_wikipedia-20060925.mtx,2983494,2983494,37269096,2064808320,8998556416,38163554304
982,1660_bodyy4.mtx,17546,17546,121938,516800,7913216,124864512
983,2436_gupta1.mtx,31802,31802,2164210,6003712,165741312,2216151040
984,1150_email-Eu-core.mtx,1005,1005,25571,202496,3590400,26184704
985,0461_can_256.mtx,256,256,2916,10752,227840,2985984
986,0952_Kohonen.mtx,4470,4470,12731,490048,2863616,13036544
987,2525_barrier2-3.mtx,113076,113076,3805068,37512576,380007168,3896389632
988,0083_relat4.mtx,66,12,172,192,7680,176128
989,1371_ww_vref_6405.mtx,13251,13251,48737,489792,5330944,49906688
990,1064_CollegeMsg.mtx,1899,1899,20296,522368,4486656,20783104
991,2755_soc-Pokec.mtx,1632803,1632803,30622564,1741726912,7414514688,31357505536
992,2122_rajat20.mtx,86916,86916,605045,5430080,61189376,619566080
993,2722_StocF-1465.mtx,1465137,1465137,21005389,144870784,1906434304,21509518336
994,1063_aircraft.mtx,3754,7517,20267,75008,2018048,20753408
995,1166_mhd4800b.mtx,4800,4800,27520,57472,919552,28180480
996,1246_deter2.mtx,6095,17313,35731,1789824,8687360,36588544
997,2161_cyl6.mtx,13681,13681,714241,505984,14023936,731382784
998,2275_TSOPF_RS_b39_c30.mtx,60098,60098,1079986,1330112,34578176,1105905664
999,0832_lp_maros.mtx,846,1966,10137,48640,710912,10380288
1000,0489_lp_standata.mtx,359,1274,3230,37952,496896,3307520
1001,2132_blockqp1.mtx,60012,60012,640033,1119936,20481792,655393792
1002,2214_ch7-8-b5.mtx,141120,141120,846720,8076096,108391936,867041280
1003,0899_adder_dcop_15.mtx,1813,1813,11246,239872,1589504,11515904
1004,1105_sherman2.mtx,1080,1080,23094,40576,855040,23648256
1005,0658_fpga_dcop_41.mtx,1220,1220,5892,45184,635648,6033408
1006,1635_vsp_data_and_seymourl.mtx,9167,9167,111732,2026944,14515456,114413568
1007,1124_n4c6-b3.mtx,5970,1330,23880,126784,2229248,24453120
1008,0053_lp_afiro.mtx,27,51,102,512,9984,104448
1009,1452_dendrimer.mtx,730,730,63024,63616,1841920,64536576
1010,1541_kineticBatchReactor_6.mtx,7773,7773,82500,446720,6468352,84480000
1011,2767_inline_1.mtx,503712,503712,36816342,81406208,1485027840,37699934208
1012,0940_rdb2048.mtx,2048,2048,12032,36352,630784,12320768
1013,1392_cz5108.mtx,5108,5108,51412,180864,3498240,52645888
1014,2796_hugebubbles-00020.mtx,21198119,21198119,63580358,2087608192,10965876224,65106286592
1015,0669_fpga_dcop_35.mtx,1220,1220,5892,45184,635648,6033408
1016,2162_Pres_Poisson.mtx,14822,14822,715804,882880,23894016,732983296
1017,0191_lp_recipe.mtx,91,204,687,2624,59648,703488
1018,1430_psse1.mtx,14318,11028,57376,879616,7820288,58753024
1019,2556_tmt_unsym.mtx,917825,917825,4584801,24964800,376746752,4694836224
1020,0457_Trefethen_200.mtx,200,200,2890,5568,134144,2959360
1021,1092_bcsstm10.mtx,1086,1086,22092,28288,849408,22622208
1022,1696_cavity19.mtx,4562,4562,138187,186880,5005056,141503488
1023,2045_nemeth13.mtx,9506,9506,474472,245824,11219200,485859328
1024,1321_Alemdar.mtx,6245,6245,42581,1226048,8381440,43602944
1025,0667_fpga_dcop_48.mtx,1220,1220,5892,45184,635648,6033408
1026,0377_mesh3em5.mtx,289,289,1889,7488,134400,1934336
1027,0545_lp_nug07.mtx,602,931,4214,58816,663296,4315136
1028,1963_poisson3Da.mtx,13514,13514,352762,11724480,72298752,361228288
1029,1903_us04.mtx,163,28016,297538,1080384,26650880,304678912
1030,1918_mk12-b4.mtx,62370,51975,311850,3229760,41496320,319334400
1031,1844_lhr10.mtx,10672,10672,232633,351808,9772544,238216192
1032,0481_str_400.mtx,363,363,3157,19776,239104,3232768
1033,0172_IG5-7.mtx,62,150,549,1344,41984,562176
1034,0167_ash85.mtx,85,85,523,1536,35840,535552
1035,2003_net25.mtx,9520,9520,401200,2686272,30085120,410828800
1036,1123_cis-n4c6-b3.mtx,5970,1330,23880,126784,2229248,24453120
1037,1216_cavity09.mtx,1182,1182,32747,46848,1201920,33532928
1038,1570_orani678.mtx,2529,2529,90158,98816,2745088,92321792
1039,0910_adder_dcop_12.mtx,1813,1813,11246,239872,1589504,11515904
1040,2168_G2_circuit.mtx,150102,150102,726674,7403520,71835136,744114176
1041,1973_email-Enron.mtx,36692,36692,367662,8386240,60933632,376485888
1042,1876_lp_cre_b.mtx,9648,77137,260785,1662272,26764032,267043840
1043,2449_rma10.mtx,46835,46835,2374001,2556032,69467392,2430977024
1044,1404_kineticBatchReactor_3.mtx,5082,5082,53219,299392,4275200,54496256
1045,2062_t3dl.mtx,20360,20360,509866,1800128,42192896,522102784
1046,2076_psmigr_3.mtx,3140,3140,543162,2312832,58622976,556197888
1047,0218_cat_ears_4_1.mtx,377,313,938,20800,157184,960512
1048,1839_mark3jac080sc.mtx,36609,36609,227955,3249152,33463808,233425920
1049,2236_net50.mtx,16320,16320,945200,4164096,53849088,967884800
1050,1387_ch7-6-b3.mtx,12600,4200,50400,371136,5737216,51609600
1051,0551_fs_541_3.mtx,541,541,4285,24128,317440,4387840
1052,0970_spaceStation_4.mtx,950,950,13626,60800,922880,13953024
1053,0886_adder_dcop_47.mtx,1813,1813,11246,239872,1589504,11515904
1054,2656_mycielskian15.mtx,24575,24575,11111110,18069248,605412352,11377776640
1055,0681_fpga_dcop_27.mtx,1220,1220,5892,45184,635648,6033408
1056,1881_cegb2802.mtx,2802,2802,277362,153088,5868800,284018688
1057,1889_rlfdual.mtx,8052,74970,282031,1187456,18247936,288799744
1058,0090_n4c5-b1.mtx,105,15,210,448,16896,215040
1059,2391_Goodwin_071.mtx,56021,56021,1797934,2438080,81761280,1841084416
1060,1455_lp_pds_06.mtx,9881,29351,63220,2640768,14754560,64737280
1061,0208_adjnoun.mtx,112,112,850,3136,110336,870400
1062,0742_lp_sctap2.mtx,1090,2500,7334,50240,710400,7510016
1063,0632_lp_grow15.mtx,300,645,5620,6464,173824,5754880
1064,2050_af23560.mtx,23560,23560,484256,833472,13194752,495878144
1065,0935_G54.mtx,1000,1000,11832,204992,2431744,12115968
1066,0903_adder_dcop_27.mtx,1813,1813,11246,239872,1589504,11515904
1067,2450_poisson3Db.mtx,85623,85623,2374949,102294656,510195712,2431947776
1068,2745_adaptive.mtx,6815744,6815744,27248640,240366976,2179203072,27902607360
1069,2187_dc3.mtx,116835,116835,766396,5265728,71401984,784789504
1070,1692_cavity22.mtx,4562,4562,138187,186880,5005056,141503488
1071,2300_language.mtx,399130,399130,1216334,18584576,141675520,1245526016
1072,0269_n4c5-b2.mtx,455,105,1365,5888,126464,1397760
1073,1469_lpi_bgindy.mtx,2671,10880,66266,406656,8176128,67856384
1074,0194_rotor1.mtx,100,100,708,1984,35584,724992
1075,2099_ut2010.mtx,115406,115406,572066,25169536,129268224,585795584
1076,0624_n4c5-b3.mtx,1350,455,5400,27008,463616,5529600
1077,0997_c-18.mtx,2169,2169,15145,95744,1214208,15508480
1078,1807_internet.mtx,124651,124651,207214,4774144,34331136,212187136
1079,2022_wy2010.mtx,86204,86204,427586,17020224,92953600,437848064
1080,0144_impcol_c.mtx,137,137,411,1856,40704,420864
1081,1139_email-Eu-core-temporal.mtx,1005,1005,24929,250880,4862208,25527296
1082,0471_model1.mtx,362,798,3028,14080,263424,3100672
1083,2090_k1_san.mtx,67759,67759,559774,3531200,53899008,573208576
1084,1148_lns_3937.mtx,3937,3937,25407,100416,2038528,26016768
1085,1098_saylr4.mtx,3564,3564,22316,141504,2243328,22851584
1086,1004_ukerbe1.mtx,5981,5981,15704,181696,2343936,16080896
1087,1689_cavity21.mtx,4562,4562,138187,186880,5005056,141503488
1088,2178_copter2(0).mtx,55476,55476,759952,7209472,81035520,778190848
1089,2548_TF19.mtx,241029,317955,4370721,97874688,827626496,4475618304
1090,2231_sx-superuser.mtx,194085,194085,924886,49785728,223696384,947083264
1091,0210_gre_216b.mtx,216,216,876,3136,68096,897024
1092,0501_pores_3.mtx,532,532,3474,12544,147200,3557376
1093,2088_c-62ghs.mtx,41731,41731,559343,5742400,48435968,572767232
1094,2085_rajat23.mtx,110355,110355,556938,4645696,54503424,570304512
1095,1334_mycielskian10.mtx,767,767,44392,69056,2417408,45457408
1096,2654_hood.mtx,220542,220542,10768436,15577088,281802752,11026878464
1097,1855_struct4.mtx,4350,4350,237798,366208,10100224,243505152
1098,1210_deter1.mtx,5527,15737,32187,1626176,7844608,32959488
1099,0127_GD98_c.mtx,112,112,336,3072,69632,344064
1100,2396_watson_2.mtx,352013,677224,1846391,23045504,251109120,1890704384
