index,mtx,m,n,nnz,mp16,mp4,mpnz
420,1713_ccc.mtx,49152,49152,147456,9216,36864,147456
421,1438_G58.mtx,5000,5000,59140,35248,55144,59140
422,0034_n3c4-b2.mtx,20,15,60,2,16,60
423,0913_adder_dcop_14.mtx,1813,1813,11246,3748,6209,11246
424,0305_oscil_dcop_42.mtx,430,430,1544,220,671,1544
425,0597_de063155.mtx,852,1848,4913,590,2167,4913
426,2786_hugebubbles-00000.mtx,18318143,18318143,54940162,18625556,30441401,54940162
427,0020_ch3-3-b1.mtx,18,9,36,2,9,36
428,1256_162bit.mtx,3606,3597,37118,16881,29968,37118
429,2586_roadNet-CA.mtx,1971281,1971281,5533214,1553637,3422273,5533214
430,2379_bibd_18_9.mtx,153,48620,1750320,24651,268826,1750320
431,1356_bcsstm39.mtx,46772,46772,46772,2924,11693,46772
432,2307_amazon0302.mtx,262111,262111,1234877,702428,843893,1234877
433,0707_n4c5-b9.mtx,630,1895,6300,621,2780,6300
434,1358_meg4.mtx,5860,5860,46842,4281,16850,46842
435,0655_fpga_dcop_47.mtx,1220,1220,5892,706,2483,5892
436,2476_ins2.mtx,309412,309412,2751484,133975,919897,2751484
437,1448_Chem97Zt.mtx,2541,31022,62044,4021,15985,62044
438,0479_utm300.mtx,300,300,3155,134,683,3155
439,1980_ecl32.mtx,51993,51993,380415,61370,168979,380415
440,1154_n4c5-b5.mtx,4340,2852,26040,2289,10057,26040
441,2547_t3dh_a.mtx,79171,79171,4352105,258061,1161027,4352105
442,2341_net75.mtx,23120,23120,1489200,112477,399488,1489200
443,0467_dwt_361.mtx,361,361,2953,73,601,2953
444,2819_rgg_n_2_23_s0.mtx,8388608,8388608,127002786,93247008,124554313,127002786
445,2568_wiki-Talk.mtx,2394385,2394385,5021410,3586197,4466510,5021410
446,2222_sc2010.mtx,181908,181908,893160,568819,773058,893160
447,2312_c-73b.mtx,169422,169422,1279274,106481,402648,1279274
448,0181_TF10.mtx,99,107,622,28,204,622
449,0110_dwt_59.mtx,59,59,267,12,79,267
450,2344_boyd2.mtx,466316,466316,1500397,137919,551687,1500397
451,0021_GD01_b.mtx,18,18,37,3,17,37
452,1000_delf.mtx,3170,6654,15397,2138,6679,15397
453,1891_mark3jac100sc.mtx,45769,45769,285215,63585,163638,285215
454,0003_mycielskian2.mtx,2,2,2,1,1,2
455,0976_orsreg_1.mtx,2205,2205,14133,1118,5470,14133
456,2842_arabic-2005.mtx,22744080,22744080,639999458,26515168,95600829,639999458
457,2411_conf5_4-8x8-10.mtx,49152,49152,1916928,50176,253952,1916928
458,0431_lpi_reactor.mtx,318,808,2591,313,1077,2591
459,2560_apache2.mtx,715176,715176,4817870,468811,1517064,4817870
460,0590_lp_agg2.mtx,516,758,4740,350,1680,4740
461,0123_dolphins.mtx,62,62,318,16,167,318
462,2224_tube2.mtx,21498,21498,897056,11676,84095,897056
463,2713_circuit5M_dc.mtx,3523317,3523317,19194193,2092408,6269949,19194193
464,2064_hcircuit.mtx,105676,105676,513072,48806,160695,513072
465,2342_web-NotreDame.mtx,325729,325729,1497134,143474,396304,1497134
466,0917_adder_dcop_41.mtx,1813,1813,11246,3748,6209,11246
467,0404_celegansneural.mtx,297,297,2345,263,1278,2345
468,0505_west0989.mtx,989,989,3537,334,1321,3537
469,2593_ESOC.mtx,327062,37830,6019939,911558,1988675,6019939
470,0838_bcsstm38.mtx,8032,8032,10485,762,3082,10485
471,0634_gre_1107.mtx,1107,1107,5664,597,2261,5664
472,0730_bcsstm07.mtx,420,420,7252,173,1089,7252
473,0911_adder_dcop_31.mtx,1813,1813,11246,3748,6209,11246
474,0585_mycielskian8.mtx,191,191,4720,107,1003,4720
475,0750_dwt_918.mtx,918,918,7384,438,1846,7384
476,1284_seymourl.mtx,4944,6316,38493,4490,14144,38493
477,2065_soc-sign-Slashdot081106.mtx,77357,77357,516575,364079,449560,516575
478,0420_dw256B.mtx,512,512,2500,126,612,2500
479,2738_dielFilterV2clx.mtx,607232,607232,25309272,2029356,7931398,25309272
480,1770_Goodwin_023.mtx,6005,6005,182168,3981,33084,182168
481,2589_pre2.mtx,659033,659033,5959282,747468,2589762,5959282
482,0248_lpi_cplex2.mtx,224,378,1215,99,468,1215
483,1062_stoch_aircraft.mtx,3754,7517,20267,1172,7883,20267
484,0849_adder_dcop_05.mtx,1813,1813,11097,3710,6123,11097
485,1169_model6.mtx,2096,5289,27628,3867,9292,27628
486,0992_n3c6-b4.mtx,3003,1365,15015,1211,5437,15015
487,1402_ex3.mtx,1821,1821,52685,1092,7290,52685
488,2677_crankseg_2.mtx,63838,63838,14148858,299172,1695108,14148858
489,2723_kron_g500-logn18.mtx,262144,262144,21165908,18080708,20526707,21165908
490,2590_Ga3As3H12.mtx,61349,61349,5970947,274177,1077516,5970947
491,1638_scsd8-2c.mtx,5130,35910,112770,5439,24088,112770
492,0553_fs_541_4.mtx,541,541,4285,377,1240,4285
493,2779_spal_004.mtx,10203,321696,46168124,2792661,11048548,46168124
494,1772_ca-CondMat.mtx,23133,23133,186936,170676,183352,186936
495,1982_viscoplastic2.mtx,32769,32769,381326,37175,156628,381326
496,2432_mario002.mtx,389874,389874,2101242,593289,1115026,2101242
497,2024_helm3d01.mtx,32226,32226,428444,133047,240047,428444
498,2549_TSOPF_RS_b678_c1.mtx,18696,18696,4396289,25578,298939,4396289
499,2740_GL7d17.mtx,1548650,955128,25978098,25809543,25964826,25978098
500,0887_adder_dcop_29.mtx,1813,1813,11246,3748,6209,11246
501,0722_lshp1009.mtx,1009,1009,6865,502,1975,6865
502,0968_lp_fit1d.mtx,24,1049,13427,132,1556,13427
503,1536_c-40.mtx,9941,9941,81501,5298,20348,81501
504,2541_offshore.mtx,259789,259789,4242673,1550665,3349858,4242673
505,1248_scagr7-2b.mtx,9743,13847,35885,2944,14480,35885
506,1886_chipcool0.mtx,20082,20082,281150,96142,233721,281150
507,1627_gen4.mtx,1537,4298,107103,5363,22081,107103
508,2812_mycielskian17.mtx,98303,98303,100245742,2556344,21378728,100245742
509,1048_spaceStation_9.mtx,1180,1180,19674,1176,4664,19674
510,1612_ford1.mtx,18728,18728,101576,13257,38204,101576
511,2564_kron_g500-logn16.mtx,65536,65536,4912469,3476944,4594043,4912469
512,2540_pkustk04.mtx,55590,55590,4218660,110511,506468,4218660
513,2617_specular.mtx,477976,1600,7647616,147744,855716,7647616
514,0526_ck656.mtx,656,656,3884,203,814,3884
515,1976_bcircuit.mtx,68902,68902,375558,60677,150896,375558
516,0234_fs_183_1.mtx,183,183,1069,109,430,1069
517,1354_complex.mtx,1023,1408,46463,1468,11695,46463
518,0338_oscil_dcop_44.mtx,430,430,1544,220,671,1544
519,0951_D_7.mtx,1270,971,12714,3650,9641,12714
520,1703_shock-9.mtx,36476,36476,142580,17740,60165,142580
521,1791_SiNa.mtx,5743,5743,198787,13391,56772,198787
522,1810_s3rmt3m3.mtx,5357,5357,207695,2733,17740,207695
523,1796_flower_7_4.mtx,27693,67593,202218,84190,172518,202218
524,0557_N_biocarta.mtx,1922,1996,4335,922,1895,4335
525,2789_road_usa.mtx,23947347,23947347,57708624,21937584,42000867,57708624
526,2101_ncvxqp7.mtx,87500,87500,574962,106093,381116,574962
527,2202_TSC_OPF_300.mtx,9774,9774,820804,8523,66646,820804
528,0179_flower_5_1.mtx,211,201,602,165,475,602
529,1114_G41.mtx,2000,2000,23570,9660,20621,23570
530,0425_lpi_bgetam.mtx,400,816,2537,142,681,2537
531,1648_graphics.mtx,29493,11822,117954,12924,35965,117954
532,2144_cbuckle.mtx,13681,13681,676515,7906,54781,676515
533,2404_Zd_Jac3.mtx,22835,22835,1916152,45216,298478,1916152
534,1077_circuit_2.mtx,4510,4510,21199,3535,9744,21199
535,2620_Rucci1.mtx,1977885,109900,7791168,1882679,3971167,7791168
536,0235_fs_183_3.mtx,183,183,1069,109,430,1069
537,1134_delaunay_n12.mtx,4096,4096,24528,3211,10162,24528
538,0298_oscil_dcop_22.mtx,430,430,1544,220,671,1544
539,0564_NotreDame_yeast.mtx,2114,2114,4480,3434,4164,4480
540,2305_msc10848.mtx,10848,10848,1229778,26290,136514,1229778
541,2717_bundle_adj.mtx,513351,513351,20208051,258041,1900272,20208051
542,0322_oscil_dcop_46.mtx,430,430,1544,220,671,1544
543,0239_rdb200.mtx,200,200,1120,59,220,1120
544,1961_ncvxbqp1.mtx,50000,50000,349968,59249,212390,349968
545,2302_twotone.mtx,120750,120750,1224224,177906,595785,1224224
546,1597_se.mtx,32768,32768,98300,10234,40954,98300
547,1240_ch7-8-b2.mtx,11760,1176,35280,3449,14416,35280
548,1282_G1.mtx,800,800,38352,2500,24949,38352
549,0455_M20PI_n.mtx,1182,1182,2881,334,1040,2881
550,0237_bcsstm09.mtx,1083,1083,1083,68,271,1083
551,2385_oh2010.mtx,365344,365344,1768240,957348,1474841,1768240
552,0562_pde900.mtx,900,900,4380,279,1515,4380
553,0378_lp_capri.mtx,271,482,1896,182,722,1896
554,2815_ML_Geer.mtx,1504002,1504002,110879972,1604695,10504385,110879972
555,2725_gsm_106857.mtx,589446,589446,21758924,6054359,12260080,21758924
556,1888_vsp_sctap1-2b_and_seymourl.mtx,40174,40174,281662,119119,240281,281662
557,2477_thermomech_dK.mtx,204316,204316,2846228,599208,654781,2846228
558,1228_bcsstk11.mtx,1473,1473,34241,745,4031,34241
559,0405_ch7-8-b1.mtx,1176,56,2352,190,842,2352
560,0608_Franz1.mtx,2240,768,5120,1166,2633,5120
561,2794_Hook_1498.mtx,1498023,1498023,60917445,2342155,10037632,60917445
562,1981_c-56.mtx,35910,35910,380900,29031,99316,380900
563,2167_pf2177(0).mtx,9728,9728,725144,135516,459952,725144
564,0314_oscil_dcop_56.mtx,430,430,1544,220,671,1544
565,1410_Zewail.mtx,6752,6752,54233,31204,48399,54233
566,2458_c8_mat11_I.mtx,4562,5761,2462970,48334,483479,2462970
567,0068_mycielskian5.mtx,23,23,142,4,32,142
568,1443_viscoplastic1.mtx,4326,4326,61166,3766,19940,61166
569,0772_G32.mtx,2000,2000,8000,625,2500,8000
570,1997_nemeth07.mtx,9506,9506,394812,3717,40581,394812
571,2189_ma2010.mtx,157508,157508,776610,469850,663442,776610
572,1475_powersim.mtx,15838,15838,67562,6115,16670,67562
573,1968_GL7d13.mtx,47271,8899,356232,290845,351048,356232
574,1288_nasa1824(0).mtx,1824,1824,39208,1078,6964,39208
575,2220_Si10H16.mtx,17077,17077,875923,55774,214590,875923
576,1942_shyy161.mtx,76480,76480,329762,23342,94802,329762
577,1141_G56.mtx,5000,5000,24996,21991,24820,24996
578,0625_west1505.mtx,1505,1505,5445,505,2034,5445
579,0403_netz4504_dual.mtx,615,615,2342,197,1158,2342
580,2314_Raj1.mtx,263743,263743,1302464,204734,538205,1302464
581,1757_nasa2910.mtx,2910,2910,174296,2650,20508,174296
582,1447_rdist3a.mtx,2398,2398,61896,1164,7166,61896
583,2464_net125.mtx,36720,36720,2577200,182381,681470,2577200
584,0393_gas11.mtx,459,862,2166,353,919,2166
585,0999_lshp2233.mtx,2233,2233,15337,1074,4293,15337
586,0922_145bit.mtx,1002,993,11315,2748,7440,11315
587,0981_mycielskian9.mtx,383,383,14542,344,3096,14542
588,1811_g3rmt3m3.mtx,5357,5357,207695,2733,17740,207695
589,2270_watson_1.mtx,201155,386992,1055093,118490,447867,1055093
590,0337_oscil_dcop_40.mtx,430,430,1544,220,671,1544
591,0361_shl_200.mtx,663,663,1726,325,853,1726
592,0943_can_1054.mtx,1054,1054,12196,1202,3904,12196
593,0432_gams60am.mtx,714,1071,2607,156,644,2607
594,1949_graham1.mtx,9035,9035,335504,7792,47244,335504
595,2410_conf6_0-8x8-20.mtx,49152,49152,1916928,50176,253952,1916928
596,0535_bp_400.mtx,822,822,4028,832,2101,4028
597,1794_mod2.mtx,34774,66409,199810,19924,74758,199810
598,1996_nemeth06.mtx,9506,9506,394808,3717,40581,394808
599,1269_reorientation_8.mtx,3108,3108,37894,2707,10187,37894
600,0521_bp_200.mtx,822,822,3802,723,1861,3802
601,0284_flower_8_1.mtx,625,513,1538,759,1241,1538
602,2154_md2010.mtx,145247,145247,700378,451383,614984,700378
603,1017_rbsb480.mtx,480,480,17088,771,5335,17088
604,2177_copter2.mtx,55476,55476,759952,112648,316545,759952
605,1569_model5.mtx,1888,11802,89925,7586,33445,89925
606,2027_GT01R.mtx,7980,7980,430909,6225,44743,430909
607,0944_grid2_dual.mtx,3136,3136,12224,1996,6407,12224
608,2049_vsp_c-60_data_cti_cs4.mtx,85830,85830,482160,134065,228518,482160
609,1294_G30.mtx,2000,2000,39980,14438,37070,39980
610,1320_Kaufhold.mtx,8765,8765,42471,11388,26664,42471
611,1233_msc00726.mtx,726,726,34518,664,5560,34518
612,2211_ms2010.mtx,171778,171778,839980,490339,724507,839980
613,0626_n3c6-b3.mtx,1365,455,5460,422,1886,5460
614,2720_rajat31.mtx,4690002,4690002,20316253,4246041,10392188,20316253
615,1382_c-25.mtx,3797,3797,49635,3714,11894,49635
616,0282_cz148.mtx,148,148,1527,52,387,1527
617,0758_WorldCities.mtx,315,100,7518,140,1695,7518
618,2253_2D_54019_highK.mtx,54019,54019,996414,34861,144657,996414
619,3000_0006_real.mtx,5,5,10,1,3,10
620,1030_Maragal_3.mtx,1690,860,18391,2188,6826,18391
621,0777_rosen7.mtx,264,776,8034,97,578,8034
622,0186_gent113.mtx,113,113,655,39,169,655
623,0860_adder_dcop_09.mtx,1813,1813,11239,3746,6204,11239
624,1252_dynamicSoaringProblem_5.mtx,3271,3271,36789,1875,7634,36789
625,2461_power9.mtx,155376,155376,2512300,191705,622828,2512300
626,0089_n2c6-b1.mtx,105,15,210,7,66,210
627,2082_rail_79841.mtx,79841,79841,553921,89033,261931,553921
628,1019_spaceStation_10.mtx,1272,1272,17478,1257,4799,17478
629,2070_c-67b.mtx,57975,57975,531935,33526,135452,531935
630,1464_Oregon-2.mtx,11806,11806,65460,37997,56636,65460
631,1585_cond-mat.mtx,16726,16726,95188,41987,54726,95188
632,2120_vsp_bump2_e18_aa01_model1_crew1.mtx,56438,56438,601602,230113,406055,601602
633,1195_freeFlyingRobot_7.mtx,3918,3918,31046,1967,8157,31046
634,1919_Goodwin_030.mtx,10142,10142,312814,6760,56006,312814
635,0415_str_0.mtx,363,363,2454,152,556,2454
636,0644_fpga_dcop_09.mtx,1220,1220,5888,706,2481,5888
637,2333_std1_Jac3.mtx,21982,21982,1455848,38352,244579,1455848
638,2097_sinc15.mtx,11532,11532,568526,44631,170565,568526
639,2565_LargeRegFile.mtx,2111154,801374,4944201,719898,1886373,4944201
640,2426_pa2010.mtx,421545,421545,2058462,1139433,1697755,2058462
641,1308_ex27.mtx,974,974,40782,671,5056,40782
642,1531_lock2232.mtx,2232,2232,80352,1219,7284,80352
643,0592_tumorAntiAngiogenesis_8.mtx,490,490,4776,251,1084,4776
644,0261_M10PI_n1.mtx,528,528,1317,169,471,1317
645,1774_scsd8-2r.mtx,8650,60550,190210,9179,40632,190210
646,0326_oscil_dcop_32.mtx,430,430,1544,220,671,1544
647,0567_lp_tuff.mtx,333,628,4561,291,1089,4561
648,1229_bcsstk12.mtx,1473,1473,34241,745,4031,34241
649,2126_TSOPF_RS_b162_c3.mtx,15374,15374,610299,7866,57545,610299
650,1852_nh2010.mtx,48837,48837,234550,130206,197092,234550
651,2147_heart2.mtx,2339,2339,682797,5127,55167,682797
652,2468_nasasrb.mtx,54870,54870,2677324,35952,284234,2677324
653,0957_lshp1882.mtx,1882,1882,12904,902,3585,12904
654,1659_foldoc.mtx,13356,13356,120238,36182,51258,120238
655,1672_aug3dcqp.mtx,35543,35543,128115,17508,55740,128115
656,2014_nv2010.mtx,84538,84538,416998,268853,356346,416998
657,2008_light_in_tissue.mtx,29282,29282,406084,23651,94507,406084
658,1977_k3plates.mtx,11107,11107,378927,7905,44327,378927
659,1043_deter4.mtx,3235,9133,19231,14602,18005,19231
660,2553_torso3.mtx,259156,259156,4429042,316893,1205543,4429042
661,2164_c-64.mtx,51035,51035,717841,34056,137673,717841
662,1273_lp_qap12.mtx,3192,8856,38304,13563,24417,38304
663,2459_c8_mat11.mtx,4562,5761,2462970,48570,482671,2462970
664,2039_epb3.mtx,84617,84617,463625,36894,123293,463625
665,2696_af_3_k101.mtx,503625,503625,17550675,257725,1680245,17550675
666,2083_Trefethen_20000b.mtx,19999,19999,554435,24656,118618,554435
667,1712_D6-6.mtx,120576,23740,146880,64280,99230,146880
668,0499_lp_beaconfd.mtx,173,295,3408,91,759,3408
669,0649_fpga_dcop_32.mtx,1220,1220,5892,706,2483,5892
670,0866_adder_dcop_51.mtx,1813,1813,11246,3748,6209,11246
671,1987_nmos3.mtx,18588,18588,386594,59026,139333,386594
672,2063_gridgena.mtx,48962,48962,512084,21247,85513,512084
673,1600_ex15.mtx,6867,6867,98671,3806,16273,98671
674,2036_ex40.mtx,7740,7740,458012,8950,63291,458012
675,2664_fullb.mtx,199187,199187,11708077,220486,1244127,11708077
676,0518_mk9-b2.mtx,1260,378,3780,396,1649,3780
677,0697_jpwh_991.mtx,991,991,6027,923,4217,6027
678,0755_jagmesh7.mtx,1138,1138,7450,496,2153,7450
679,1121_rosen1.mtx,520,1544,23794,256,1666,23794
680,0220_n4c6-b15.mtx,60,920,960,116,487,960
681,0271_rajat05.mtx,301,301,1384,135,442,1384
682,0651_fpga_dcop_46.mtx,1220,1220,5892,706,2483,5892
683,2390_invextr1_new.mtx,30412,30412,1793881,101737,465513,1793881
684,0456_S20PI_n.mtx,1182,1182,2881,334,1040,2881
685,2807_Long_Coup_dt0.mtx,1470152,1470152,87088992,1997335,5443062,87088992
686,1765_wang4.mtx,26068,26068,177196,14348,56471,177196
687,0358_IG5-8.mtx,156,292,1711,78,616,1711
688,0714_orbitRaising_2.mtx,739,739,6526,358,1405,6526
689,0223_SmallW.mtx,396,396,994,144,552,994
690,0693_fs_760_2.mtx,760,760,5976,609,1461,5976
691,0673_fpga_dcop_11.mtx,1220,1220,5892,706,2483,5892
692,2741_CurlCurl_4.mtx,2380515,2380515,26515867,1693411,8907913,26515867
693,2577_Chebyshev4.mtx,68121,68121,5377761,129061,790145,5377761
694,2319_raefsky4.mtx,19779,19779,1328611,18101,140753,1328611
695,2489_TSOPF_FS_b39_c30.mtx,120216,120216,3121160,50223,365272,3121160
696,2195_shar_te2-b3.mtx,200200,200200,800800,224108,522658,800800
697,2382_pcrystk03.mtx,24696,24696,1751178,29516,181250,1751178
698,1840_mark3jac080.mtx,36609,36609,227955,50768,130718,227955
699,1934_pwt(0).mtx,36519,36519,326107,21081,96938,326107
700,1335_n3c6-b8.mtx,4935,6435,44415,3811,16717,44415
701,0863_adder_dcop_19.mtx,1813,1813,11245,3747,6208,11245
702,0372_D_5.mtx,434,115,1832,216,1229,1832
703,2125_TSOPF_FS_b162_c1.mtx,10798,10798,608540,8903,61563,608540
704,0360_lp_scagr25.mtx,471,671,1725,126,683,1725
705,1906_208bit.mtx,24430,24421,299756,160640,228679,299756
706,2585_Hamrle3.mtx,1447360,1447360,5514242,511469,1196159,5514242
707,2413_trdheim.mtx,22098,22098,1935324,16698,142307,1935324
708,0149_gre_115.mtx,115,115,421,40,179,421
709,1661_cvxqp3.mtx,17500,17500,122462,21562,77991,122462
710,2778_wikipedia-20070206.mtx,3566907,3566907,45030389,39430224,42736774,45030389
711,1727_192bit.mtx,13691,13682,154303,81676,122234,154303
712,1715_case9.mtx,14454,14454,147972,5511,23870,147972
713,0719_EVA.mtx,8497,8497,6726,1801,3306,6726
714,1932_EAT_RS.mtx,23219,23219,325592,246874,297752,325592
715,1613_c-41.mtx,9769,9769,101745,7557,25439,101745
716,1628_barth5(0).mtx,15606,15606,107362,20462,74500,107362
717,1168_bayer06.mtx,3008,3008,27576,1291,5300,27576
718,1467_c-36.mtx,7479,7479,65941,5220,18010,65941
719,0143_gams10a.mtx,114,171,407,29,106,407
720,0013_relat3.mtx,12,5,24,1,4,24
721,0319_oscil_dcop_27.mtx,430,430,1544,220,671,1544
722,2392_TSOPF_FS_b162_c3.mtx,30798,30798,1801300,23434,175721,1801300
723,1622_nasa4704(0).mtx,4704,4704,104756,2842,19582,104756
724,0363_CSphd.mtx,1882,1882,1740,1264,1647,1740
725,2536_vsp_bcsstk30_500sep_10in_1Kout.mtx,58348,58348,4033156,3468376,3994906,4033156
726,1258_reorientation_7.mtx,3057,3057,37150,2637,10581,37150
727,1372_mimo28x28_system.mtx,13251,13251,48737,7653,20824,48737
728,1225_n4c5-b6.mtx,4735,4340,33145,2997,12915,33145
729,1488_aa03.mtx,825,8627,70806,5966,20586,70806
730,0662_fpga_dcop_33.mtx,1220,1220,5892,706,2483,5892
731,2356_mi2010.mtx,329885,329885,1578090,828679,1297646,1578090
732,0672_fpga_dcop_14.mtx,1220,1220,5892,706,2483,5892
733,1436_scrs8-2r.mtx,14364,27691,58439,6535,29986,58439
734,0926_extr1.mtx,2837,2837,11407,1026,4714,11407
735,0700_qh1484.mtx,1484,1484,6110,751,1759,6110
736,1955_HEP-th.mtx,27240,27240,342437,267151,328377,342437
737,2453_pkustk07.mtx,16860,16860,2418804,76064,366513,2418804
738,2093_wathen120.mtx,36441,36441,565761,22462,93691,565761
739,2839_nlpkkt200.mtx,16240000,16240000,448225632,19110112,76288832,448225632
740,2471_pct20stif.mtx,52329,52329,2698463,51671,291961,2698463
741,2131_mt2010.mtx,132288,132288,638668,389326,546255,638668
742,2433_wave.mtx,156317,156317,2118662,207965,755960,2118662
743,2799_soc-LiveJournal1.mtx,4847571,4847571,68993773,40546621,52421610,68993773
744,2587_largebasis.mtx,440020,440020,5560100,167512,810025,5560100
745,0516_saylr3.mtx,1000,1000,3750,397,1604,3750
746,2155_ch7-8-b4.mtx,141120,58800,705600,88859,324220,705600
747,1709_juba40k.mtx,40337,40337,144945,21943,57018,144945
748,0209_robot.mtx,120,120,870,35,185,870
749,1401_air05.mtx,426,7195,52121,5706,17787,52121
750,0613_tols2000.mtx,2000,2000,5184,241,1015,5184
751,2238_soc-Slashdot0902.mtx,82168,82168,948464,579550,760396,948464
752,0782_lp_scfxm3.mtx,990,1800,8206,601,2945,8206
753,2769_wikipedia-20060925.mtx,2983494,2983494,37269096,32262630,35150611,37269096
754,2559_engine.mtx,143571,143571,4706073,303848,827189,4706073
755,1263_t2dal_a.mtx,4257,4257,37465,1939,8409,37465
756,0570_tumorAntiAngiogenesis_7.mtx,475,475,4597,244,1014,4597
757,1871_bibd_81_3.mtx,3240,85320,255960,23676,87522,255960
758,0817_lp_stocfor2.mtx,2157,3045,9357,831,3390,9357
759,0986_hangGlider_2.mtx,1647,1647,14754,1066,4337,14754
760,1537_dano3mip.mtx,3202,15851,81633,37790,56599,81633
761,0497_qh882.mtx,882,882,3354,382,964,3354
762,0483_cz308.mtx,308,308,3182,137,807,3182
763,1671_aft02.mtx,8184,8184,127762,4752,21930,127762
764,1599_coupled.mtx,11341,11341,98523,52682,80112,98523
765,0137_olm100.mtx,100,100,396,19,73,396
766,0256_arc130.mtx,130,130,1282,39,271,1282
767,2367_qa8fm.mtx,66127,66127,1660579,69571,346592,1660579
768,2176_g7jac180sc.mtx,53370,53370,747276,170758,391835,747276
769,2405_conf6_0-8x8-80.mtx,49152,49152,1916928,50176,253952,1916928
770,0965_n2c6-b8.mtx,1470,3990,13230,1462,5876,13230
771,0391_Trec9.mtx,47,201,2147,32,373,2147
772,1413_p2p-Gnutella25.mtx,22687,22687,54705,37608,41759,54705
773,2625_ship_003.mtx,121728,121728,8086034,190568,1071566,8086034
774,0335_oscil_dcop_54.mtx,430,430,1544,220,671,1544
775,1336_deter3.mtx,7647,21777,44547,35212,42423,44547
776,1279_G8.mtx,800,800,38352,2500,25305,38352
777,2782_dielFilterV2real.mtx,1157456,1157456,48538952,4158567,15615382,48538952
778,1603_rajat27.mtx,20640,20640,99777,12641,40224,99777
779,0366_lshp_265.mtx,265,265,1753,105,495,1753
780,1608_cis-n4c6-b4.mtx,20058,5970,100290,8832,38658,100290
781,2416_TSOPF_FS_b39_c19.mtx,76216,76216,1977600,34209,231622,1977600
782,0395_tols340.mtx,340,340,2196,76,268,2196
783,2041_pds-40.mtx,66844,217531,466800,311726,426617,466800
784,1221_fxm2-16.mtx,3900,7335,32972,2472,11685,32972
785,1951_Kuu.mtx,7102,7102,340200,5146,29840,340200
786,0396_lp_brandy.mtx,220,303,2202,162,603,2202
787,1646_de2010.mtx,24115,24115,116056,73251,100421,116056
788,1778_mult_dcop_01.mtx,25187,25187,193276,80975,112989,193276
789,1086_c-19.mtx,2327,2327,21817,1996,6696,21817
790,0905_adder_dcop_23.mtx,1813,1813,11246,3748,6209,11246
791,2683_pkustk14.mtx,151926,151926,14836504,442108,2043756,14836504
792,2013_cz40948.mtx,40948,40948,412148,22813,109929,412148
793,1594_msc04515.mtx,4515,4515,97707,2249,15439,97707
794,1368_PGPgiantcompo.mtx,10680,10680,48632,37679,44866,48632
795,1925_bcsstm36.mtx,23052,23052,320606,13955,75465,320606
796,2362_d_pretok.mtx,182730,182730,1641672,160573,595304,1641672
797,2258_pds-90.mtx,142823,475448,1014136,693294,934949,1014136
798,2798_vas_stokes_2M.mtx,2146677,2146677,65129037,5768150,18940753,65129037
799,1797_c-52.mtx,23948,23948,202716,22927,55745,202716
800,0583_tumorAntiAngiogenesis_5.mtx,460,460,4690,232,1003,4690
801,1983_lhr17c.mtx,17576,17576,381975,9121,62979,381975
802,2029_stormg2-125.mtx,66185,172431,433256,61872,195293,433256
803,2244_crystk02.mtx,13965,13965,968583,16603,102162,968583
804,2644_flickr.mtx,820878,820878,9837214,6086584,8369998,9837214
805,0933_G53.mtx,1000,1000,11828,3241,9519,11828
806,0753_n3c6-b10.mtx,675,2511,7425,755,3193,7425
807,0576_Trefethen_300.mtx,300,300,4678,147,871,4678
808,2830_rgg_n_2_24_s0.mtx,16777216,16777216,265114400,211237379,261403410,265114400
809,1136_freeFlyingRobot_5.mtx,2878,2878,24582,1424,5977,24582
810,2452_Delor295K.mtx,295734,1823928,2401323,342572,1064717,2401323
811,0245_ww_36_pmec_36.mtx,66,66,1194,25,289,1194
812,2293_bcsstk31.mtx,35588,35588,1181416,36065,185197,1181416
813,0581_cdde3.mtx,961,961,4681,299,1639,4681
814,2826_kron_g500-logn21.mtx,2097152,2097152,182082942,173553398,180375391,182082942
815,0802_EPA.mtx,4772,4772,8965,3654,5542,8965
816,0819_G14.mtx,800,800,9388,2174,7392,9388
817,2624_rail2586.mtx,2586,923269,8011362,967126,2667359,8011362
818,1309_barth4(0).mtx,6019,6019,40965,3185,11551,40965
819,1789_obstclae.mtx,40000,40000,197608,17202,49304,197608
820,1590_lp_ken_13.mtx,28632,42659,97246,37980,63286,97246
821,0046_problem.mtx,12,46,86,3,18,86
822,0937_G49.mtx,3000,3000,12000,1300,3750,12000
823,1528_aug2dc.mtx,30200,30200,80000,7810,27852,80000
824,0717_m3plates.mtx,11107,11107,6639,695,2777,6639
825,1617_shuttle_eddy.mtx,10429,10429,103599,6356,21942,103599
826,2175_g7jac180.mtx,53370,53370,747276,170758,391835,747276
827,0081_bcspwr02.mtx,49,49,167,14,67,167
828,2597_marine1.mtx,400320,400320,6226538,544651,2004403,6226538
829,2340_raefsky3.mtx,21200,21200,1488768,9129,93048,1488768
830,0426_can_292.mtx,292,292,2540,193,755,2540
831,2604_auto.mtx,448695,448695,6629222,4720757,5349893,6629222
832,2056_std1_Jac2_db.mtx,21982,21982,498771,13944,102791,498771
833,2502_bibd_19_9.mtx,171,92378,3325608,49621,525112,3325608
834,1218_cavity06.mtx,1182,1182,32747,732,4695,32747
835,1310_bips98_1142.mtx,9735,9735,40983,6885,17811,40983
